,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
97,Raewyn,34,"('caring', 'charismatic', 'creative')","('overprotective', 'emotional', 'short-tempered')","('gardening', 'sewing', 'cooking')",childcare provider,nurturing magic,middle class,bisexual,agnostic,0,5.6,red,blue,pale,curvy,ENGLISH,F,"('ENGLISH', 'F')"
98,Hirobumi,43,"('wise', 'knowledgeable', 'philosophical')","('stoic', 'reclusive', 'cynical')","('calligraphy', 'reading classics', 'meditation')",philosophy professor,philosophical wisdom,upper middle class,straight,Buddhist,0,5.8,gray,brown,tan,average,JAPANESE,M,"('JAPANESE', 'M')"
99,Cees,35,"('practical', 'dependable', 'hardworking')","('stubborn', 'traditionalist', 'reserved')","('woodworking', 'fishing', 'grilling')",carpenter,precision carpentry,middle class,straight,agnostic,0,6.1,brown,green,fair,muscular,DUTCH,M,"('DUTCH', 'M')"
100,Cheolwoong,29,"('creative', 'analytical', 'compassionate')","('stubborn', 'pessimistic', 'indecisive')","('painting', 'puzzle-solving', 'volunteering')",software developer,Mindful Melody,middle class,heterosexual,agnostic,0,5.8,black,brown,olive,slim,KOREAN,M,"('KOREAN', 'M')"
101,Andreas,35,"('adventurous', 'analytical', 'friendly')","('impatient', 'stubborn', 'skeptical')","('rock climbing', 'reading', 'traveling')",architect,Skyward Spiral,upper middle class,homosexual,none,0,6.0,brown,blue,fair,athletic,GERMAN,M,"('GERMAN', 'M')"
102,Mehri,42,"('compassionate', 'creative', 'honest')","('emotional', 'indecisive', 'naive')","('gardening', 'yoga', 'poetry writing')",social worker,Empathy Echo,lower middle class,heterosexual,Baha'i,0,5.4,blond,green,pale,average,ARAB,F,"('ARAB', 'F')"
103,Beatrijs,28,"('organized', 'inquisitive', 'kind')","('conformist', 'timid', 'judgmental')","('baking', 'reading mysteries', 'hiking')",librarian,Bookworm Burst,middle class,heterosexual,Christian,0,5.6,red,brown,fair,curvy,DUTCH,F,"('DUTCH', 'F')"
104,Gervasio,32,"('charismatic', 'optimistic', 'ambitious')","('arrogant', 'impulsive', 'overconfident')","('socializing', 'dancing', 'traveling')",marketing manager,Charm Offensive,upper class,heterosexual,none,0,5.1,black,brown,olive,muscular,HISPANIC,M,"('HISPANIC', 'M')"
105,Oladapo,38,"('intelligent', 'imaginative', 'logical')","('aloof', 'perfectionist', 'competitive')","('playing chess', 'writing poetry', 'running')",data scientist,Data Dive,upper middle class,heterosexual,Muslim,0,6.2,black,brown,dark,slim,AFRICAN,M,"('AFRICAN', 'M')"
106,Naghme,25,"('energetic', 'adventurous', 'friendly')","('reckless', 'impulsive', 'indecisive')","('surfing', 'traveling', 'volunteering')",freelance photographer,Shutter Snap,lower class,heterosexual,none,0,5.9,brown,hazel,olive,athletic,ARAB,F,"('ARAB', 'F')"
107,Lambros,37,"('loyal', 'reliable', 'hardworking')","('stubborn', 'traditional', 'reserved')","('fishing', 'gardening', 'watching documentaries')",mechanic,Engine Rev,working class,heterosexual,Greek Orthodox,0,5.11,brown,blue,tanned,stocky,GREEK,M,"('GREEK', 'M')"
108,Zivile,31,"('creative', 'independent', 'friendly')","('impatient', 'blunt', 'rebellious')","('painting', 'playing guitar', 'cycling')",graphic designer,Artistic Aura,lower middle class,heterosexual,none,0,5.7,blond,green,fair,slim,BALTIC,F,"('BALTIC', 'F')"
109,Csilla,30,"('analytical', 'creative', 'kind')","('introverted', 'indecisive', 'critical')","('cooking', 'reading sci-fi novels', 'hiking')",chemist,Chemical Cascade,middle class,heterosexual,agnostic,0,5.5,brown,brown,olive,average,HUNGARIAN,F,"('HUNGARIAN', 'F')"
110,Nikolas,36,"('charismatic', 'adventurous', 'optimistic')","('impulsive', 'arrogant', 'reckless')","('skydiving', 'scuba diving', 'rock climbing')",entrepreneur,Risk Taker,upper class,heterosexual,none,0,6.1,blond,blue,fair,muscular,GREEK,M,"('GREEK', 'M')"
111,Tanis,33,"('compassionate', 'analytical', 'creative')","('emotional', 'insecure', 'perfectionist')","('journaling', 'yoga', 'hiking')",therapist,Empathy Elixir,middle class,heterosexual,none,0,5.6,black,brown,olive,slim,ENGLISH,F,"('ENGLISH', 'F')"
112,Siritida,40,"('analytical', 'inquisitive', 'loyal')","('introverted', 'perfectionist', 'skeptical')","('solving puzzles', 'reading non-fiction', 'running')",research scientist,Intellectual Insight,upper middle class,heterosexual,agnostic,0,5.8,brown,green,fair,average,THAI,F,"('THAI', 'F')"
113,Kellyann,27,"('friendly', 'adventurous', 'creative')","('reckless', 'impatient', 'naive')","('painting', 'traveling', 'surfing')",freelance writer,Wordsmith Whisper,lower middle class,heterosexual,none,0,5.7,red,blue,pale,athletic,ENGLISH,F,"('ENGLISH', 'F')"
114,Thitima,34,"('compassionate', 'reliable', 'friendly')","('over-sensitive', 'insecure', 'conformist')","('gardening', 'photography', 'reading romance novels')",nurse,Healing Hands,lower class,heterosexual,Buddhist,0,5.3,black,brown,olive,curvy,THAI,F,"('THAI', 'F')"
115,Paulien,39,"('loyal', 'kind', 'hardworking')","('reserved', 'traditional', 'stubborn')","('cooking', 'reading historical fiction', 'gardening')",school teacher,Education Empowerment,working class,heterosexual,Christian,0,5.5,brown,green,fair,average,DUTCH,F,"('DUTCH', 'F')"
116,Daan,32,"('friendly', 'adventurous', 'loyal')","('reckless', 'impulsive', 'naive')","('skiing', 'traveling', 'playing video games')",tour guide,Adventure Guide,lower middle class,heterosexual,none,0,6.0,brown,brown,olive,athletic,DUTCH,M,"('DUTCH', 'M')"
117,Matjaz,41,"('analytical', 'logical', 'reliable')","('perfectionist', 'critical', 'reserved')","('woodworking', 'solving sudoku puzzles', 'fishing')",engineer,Ingenious Invention,middle class,heterosexual,none,0,5.9,black,brown,olive,average,SLAV,M,"('SLAV', 'M')"
118,Ozlem,26,"('creative', 'friendly', 'adventurous')","('impatient', 'naive', 'reckless')","('painting', 'scuba diving', 'traveling')",freelance artist,Artistic Awakening,lower class,heterosexual,none,0,5.6,brown,hazel,olive,slim,TURKISH,F,"('TURKISH', 'F')"
119,Tomaz,30,"('analytical', 'logical', 'loyal')","('introverted', 'skeptical', 'reserved')","('solving puzzles', 'reading fantasy novels', 'playing chess')",accountant,Number Cruncher,middle class,heterosexual,agnostic,0,5.8,black,brown,olive,average,SLAV,M,"('SLAV', 'M')"
120,Clodoaldo,35,"('humble', 'intelligent', 'patient')","('reserved', 'pessimistic', 'stubborn')","('gardening', 'reading', 'hiking')",accountant,mindful meditation,middle class,straight,agnostic,0,5.9,black,brown,olive,average,HISPANIC,M,"('HISPANIC', 'M')"
121,Annamargarete,28,"('creative', 'compassionate', 'optimistic')","('impatient', 'naive', 'insecure')","('painting', 'yoga', 'volunteering')",graphic designer,artistic inspiration,upper middle class,pansexual,spiritual but not religious,0,5.6,blonde,blue,pale,slim,GERMAN,F,"('GERMAN', 'F')"
122,Chiraz,42,"('confident', 'ambitious', 'loyal')","('stubborn', 'competitive', 'impulsive')","('rock climbing', 'traveling', 'playing chess')",business owner,leadership charm,upper class,heterosexual,agnostic,0,6.2,dark brown,green,tan,muscular,ARAB,F,"('ARAB', 'F')"
123,Gizella,23,"('curious', 'adventurous', 'analytical')","('conformist', 'introverted', 'judgmental')","('scuba diving', 'photography', 'solving puzzles')",marine biologist,deep sea exploration,lower class,bisexual,agnostic,0,5.7,red,hazel,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
124,Yusof,30,"('warm-hearted', 'easygoing', 'patient')","('indecisive', 'avoidant', 'gullible')","('cooking', 'playing soccer', 'listening to music')",social worker,empathy connection,lower middle class,gay,agnostic,0,5.1,black,brown,dark,average,ARAB,M,"('ARAB', 'M')"
125,Niveditha,25,"('articulate', 'logical', 'independent')","('blunt', 'workaholic', 'aloof')","('playing piano', 'reading mystery novels', 'coding')",software engineer,algorithm mastery,middle class,straight,agnostic,0,5.5,brown,gray,fair,slim,INDIAN,F,"('INDIAN', 'F')"
126,Vaiva,32,"('compassionate', 'empathetic', 'resourceful')","('overly sensitive', 'indecisive', 'people-pleaser')","('volunteering at animal shelter', 'gardening', 'meditation')",nurse,healing touch,lower middle class,lesbian,agnostic,0,5.8,blonde,green,pale,average,BALTIC,F,"('BALTIC', 'F')"
127,Suchat,38,"('intelligent', 'analytical', 'disciplined')","('perfectionist', 'rigid', 'pessimistic')","('playing chess', 'gardening', 'watching documentaries')",engineer,problem-solving genius,upper middle class,heterosexual,agnostic,0,5.11,black,brown,tan,muscular,THAI,M,"('THAI', 'M')"
128,Lajos,45,"('friendly', 'charismatic', 'optimistic')","('impulsive', 'easily distracted', 'superficial')","('playing guitar', 'cooking', 'entrepreneurship')",restaurant owner,culinary creativity,upper middle class,heterosexual,agnostic,0,5.9,brown,blue,olive,average,HUNGARIAN,M,"('HUNGARIAN', 'M')"
129,Younghoon,27,"('adventurous', 'playful', 'free-spirited')","('impatient', 'careless', 'restless')","('surfing', 'traveling', 'skydiving')",freelance photographer,capturing the moment,lower middle class,queer,agnostic,0,5.11,black,brown,tan,athletic,KOREAN,M,"('KOREAN', 'M')"
130,Ilhan,33,"('caring', 'empathetic', 'thoughtful')","('overly self-critical', 'dependent', 'overprotective')","('cooking traditional dishes', 'gardenin', 'playing with pets')",teacher,educational inspiration,lower middle class,heterosexual,agnostic,0,5.6,gray,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
131,Silmara,29,"('confident', 'ambitious', 'charismatic')","('arrogant', 'competitive', 'impulsive')","('dancing', 'travelling', 'creative writing')",marketing manager,inspiring campaigns,upper middle class,pansexual,agnostic,0,5.7,brown,blue,fair,slim,HISPANIC,F,"('HISPANIC', 'F')"
132,Viiu,31,"('compassionate', 'kind', 'patient')","('timid', 'self-doubting', 'overly sensitive')","('helping in community projects', 'reading poetry', 'meditation')",social worker,social justice advocate,lower middle class,lesbian,agnostic,0,5.4,black,brown,dark,average,NORDIC,F,"('NORDIC', 'F')"
133,Thulasi,40,"('wise', 'calm', 'introspective')","('isolationist', 'stubborn', 'distant')","('meditation', 'gardening', 'reading philosophical texts')",yoga instructor,inner peace mastery,lower class,straight,agnostic,0,5.5,gray,brown,olive,average,INDIAN,F,"('INDIAN', 'F')"
134,Hansjoerg,37,"('analytical', 'logical', 'rational')","('emotionally detached', 'unempathetic', 'workaholic')","('solving sudoku puzzles', 'reading science journals', 'playing chess')",data scientist,predictive modeling,upper middle class,heterosexual,agnostic,0,6.0,blonde,green,fair,slim,GERMAN,M,"('GERMAN', 'M')"
135,Binyamin,26,"('friendly', 'easygoing', 'charismatic')","('scatterbrained', 'impulsive', 'naive')","('playing guitar', 'hiking', 'photography')",musician,musical creativity,middle class,straight,agnostic,0,5.1,black,brown,tan,athletic,ISRAELI,M,"('ISRAELI', 'M')"
136,Mayuka,34,"('compassionate', 'empathetic', 'nurturing')","('overly sacrificing', 'people-pleaser', 'insecure')","('gardening', 'volunteering at nursing home', 'baking')",caregiver,empathy touch,lower middle class,lesbian,agnostic,0,5.6,brown,blue,fair,average,JAPANESE,F,"('JAPANESE', 'F')"
137,Trygg,39,"('courageous', 'tough', 'loyal')","('overly aggressive', 'stubborn', 'reserved')","('martial arts', 'hiking', 'woodworking')",security guard,tactical defense,lower class,straight,agnostic,0,6.1,brown,brown,tan,muscular,NORDIC,M,"('NORDIC', 'M')"
138,Riccardo,36,"('charismatic', 'creative', 'adventurous')","('impulsive', 'restless', 'attention-seeking')","('salsa dancing', 'travelling', 'motorcycling')",chef,culinary creativity,middle class,gay,agnostic,0,5.9,black,brown,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
139,Figen,33,"('warm-hearted', 'caring', 'nurturing')","('overly emotional', 'overprotective', 'insecure')","('cooking traditional dishes', 'knitting', 'caring for pets')",veterinarian,animal whisperer,lower middle class,lesbian,agnostic,0,5.5,brown,brown,olive,average,TURKISH,F,"('TURKISH', 'F')"
140,Mindaugas,32,"('analytical', 'creative', 'patient')","('reserved', 'perfectionist', 'stubborn')","('photography', 'hiking', 'puzzle solving')",software developer,mind warp,middle class,straight,agnostic,0,5.9,brown,green,fair,medium,BALTIC,M,"('BALTIC', 'M')"
141,Angelos,27,"('empathetic', 'adventurous', 'optimistic')","('impulsive', 'impatient', 'restless')","('painting', 'salsa dancing', 'rock climbing')",freelance writer,heartfelt embrace,working class,gay,agnostic,0,6.1,black,brown,olive,athletic,GREEK,M,"('GREEK', 'M')"
142,Varaporn,30,"('compassionate', 'loyal', 'humble')","('shy', 'self-critical', 'indecisive')","('gardening', 'volunteering', 'meditation')",social worker,kindness burst,lower middle class,straight,buddhist,0,5.4,blonde,blue,pale,slim,THAI,F,"('THAI', 'F')"
143,Celedonio,45,"('charismatic', 'wise', 'humorous')","('conceited', 'impatient', 'judgmental')","('cooking', 'playing guitar', 'yoga')",restaurant owner,laughter explosion,upper middle class,straight,agnostic,0,5.11,salt and pepper,hazel,tan,stocky,HISPANIC,M,"('HISPANIC', 'M')"
144,Yerachmiel,37,"('analytical', 'philosophical', 'observant')","('reserved', 'critical', 'skeptical')","('reading', 'stargazing', 'playing chess')",philosopher,mind enlightenment,upper class,straight,jewish,0,5.7,red,grey,pale,lean,ISRAELI,M,"('ISRAELI', 'M')"
145,Milivoj,34,"('courageous', 'loyal', 'resourceful')","('stubborn', 'guarded', 'rebellious')","('rock climbing', 'woodworking', 'running')",firefighter,bravery blast,working class,straight,agnostic,0,6.2,brown,green,fair,muscular,SLAV,M,"('SLAV', 'M')"
146,Zhenhui,29,"('intelligent', 'logical', 'focused')","('introverted', 'meticulous', 'workaholic')","('coding', 'reading science fiction', 'table tennis')",data analyst,data manipulation,middle class,straight,agnostic,0,5.6,black,brown,olive,slim,CHINESE,M,"('CHINESE', 'M')"
147,Bastian,31,"('creative', 'eccentric', 'adventurous')","('unpredictable', 'impulsive', 'reckless')","('painting', 'skydiving', 'travelling')",freelance artist,imagination burst,lower class,bisexual,agnostic,0,5.8,blonde,blue,fair,slim,GERMAN,M,"('GERMAN', 'M')"
148,Balazs,36,"('charming', 'optimistic', 'adaptable')","('impulsive', 'restless', 'flirtatious')","('dancing', 'traveling', 'cooking')",chef,culinary magic,middle class,gay,agnostic,0,5.1,brown,green,fair,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
149,Ifat,40,"('compassionate', 'optimistic', 'analytical')","('indecisive', 'sensitive', 'overthinker')","('yoga', 'gardening', 'reading poetry')",yoga instructor,serenity wave,upper middle class,straight,agnostic,0,5.5,brown,brown,tan,slim,ISRAELI,F,"('ISRAELI', 'F')"
150,Amidou,33,"('loyal', 'hardworking', 'compassionate')","('shy', 'stubborn', 'introverted')","('working out', 'playing soccer', 'cooking')",nurse,healing touch,working class,straight,agnostic,0,5.7,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
151,Apichart,28,"('optimistic', 'adventurous', 'creative')","('impulsive', 'restless', 'rebellious')","('surfing', 'skateboarding', 'music production')",musician,musical explosion,lower class,straight,agnostic,0,5.9,brown,black,medium,slim,THAI,M,"('THAI', 'M')"
152,Zdravka,39,"('practical', 'loyal', 'hardworking')","('reserved', 'stubborn', 'overly cautious')","('knitting', 'gardening', 'cycling')",accountant,financial expertise,middle class,straight,agnostic,0,5.6,blonde,blue,fair,average,SLAV,F,"('SLAV', 'F')"
153,Raimundo,42,"('charming', 'optimistic', 'adventurous')","('impulsive', 'restless', 'flirtatious')","('dancing', 'traveling', 'cooking')",tour guide,exploration burst,working class,straight,agnostic,0,5.1,black,brown,dark,average,HISPANIC,M,"('HISPANIC', 'M')"
154,Wafa,35,"('kind', 'creative', 'optimistic')","('passive', 'indecisive', 'sensitive')","('painting', 'volunteering', 'baking')",teacher,education empowerment,working class,straight,agnostic,0,5.5,brown,green,olive,average,ARAB,F,"('ARAB', 'F')"
156,Amnon,37,"('intelligent', 'logical', 'focused')","('introverted', 'meticulous', 'workaholic')","('coding', 'reading non-fiction', 'playing chess')",computer programmer,algorithmic attack,middle class,straight,agnostic,0,6.0,black,brown,olive,average,ISRAELI,M,"('ISRAELI', 'M')"
157,Friedericke,44,"('charismatic', 'inspiring', 'resilient')","('stubborn', 'demanding', 'impulsive')","('gardening', 'hiking', 'reading biographies')",life coach,motivational wave,upper middle class,straight,agnostic,0,5.7,blonde,blue,fair,average,GERMAN,F,"('GERMAN', 'F')"
158,Sylvette,30,"('creative', 'empathetic', 'analytical')","('insecure', 'introverted', 'self-critical')","('painting', 'yoga', 'reading fiction')",graphic designer,design genius,working class,straight,agnostic,0,5.4,red,green,pale,slim,FRENCH,F,"('FRENCH', 'F')"
159,Tuncay,38,"('charismatic', 'optimistic', 'hardworking')","('competitive', 'impatient', 'stubborn')","('playing soccer', 'gardening', 'cooking')",soccer coach,team synergy,working class,straight,agnostic,0,5.9,brown,brown,tan,muscular,TURKISH,M,"('TURKISH', 'M')"
160,Halsey,26,"('creative', 'quirky', 'adventurous')","('impulsive', 'restless', 'rebellious')","('painting', 'skateboarding', 'attending concerts')",freelance photographer,camera magic,middle class,bisexual,agnostic,0,5.7,blue,green,fair,slim,ENGLISH,M,"('ENGLISH', 'M')"
161,Hyunhee,28,"('curious', 'adventurous', 'compassionate')","('impatient', 'stubborn', 'reserved')","('hiking', 'painting', 'playing the piano')",environmental scientist,Earth's Embrace,middle class,heterosexual,Buddhist,0,5.5,black,brown,olive,athletic,KOREAN,F,"('KOREAN', 'F')"
