,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
99,Cees,29,"('responsible', 'practical', 'loyal')","('inflexible', 'pessimistic', 'stubborn')","('hiking', 'reading', 'cooking')",Mechanical Engineer,Mechanical Genius,middle class,heterosexual,Catholic,0,6.0,blonde,blue,fair,stocky,DUTCH,M,"('DUTCH', 'M')"
100,Cheolwoong,25,"('Ambitious', 'Outgoing', 'Curious')","('Impulsive', 'Selfish', 'Lazy')","('Hiking', 'Reading', 'Cooking')",Software Engineer, coding sprint,Middle Class,Heterosexual,Agnostic,0,5.9,Black,Brown,Olive,Lean,KOREAN,M,"('KOREAN', 'M')"
101,Andreas,32,"('Confident', 'Empathetic', 'Persistent')","('Stubborn', 'Manipulative', 'Indecisive')","('Playing Guitar', 'Traveling', 'Photography')",Marketing Manager,charismatic pitch,Upper Middle Class,Homosexual,Christian,0,6.1,Blonde,Blue,Fair,Muscular,GERMAN,M,"('GERMAN', 'M')"
102,Mehri,28,"('Friendly', 'Organized', 'Patient')","('Perfectionist', 'Overly Critical', 'Pessimistic')","('Yoga', 'Painting', 'Gardening')",Teacher,calming aura,Lower Middle Class,Bisexual,Muslim,0,5.6,Dark Brown,Green,Olive,Petite,ARAB,F,"('ARAB', 'F')"
103,Beatrijs,35,"('Introspective', 'Creative', 'Loyal')","('Moody', 'Distant', 'Procrastinator')","('Writing', 'Hiking', 'Playing Piano')",Author,poetic inspiration,Upper Class,Pansexual,Atheist,0,5.8,Red,Hazel,Fair,Curvy,DUTCH,F,"('DUTCH', 'F')"
104,Gervasio,29,"('Optimistic', 'Diplomatic', 'Spontaneous')","('Naive', 'Reckless', 'Flirtatious')","('Salsa Dancing', 'Traveling', 'Cooking')",Event Planner,party starter,Middle Class,Heterosexual,Catholic,0,6.0,Dark Brown,Brown,Olive,Athletic,HISPANIC,M,"('HISPANIC', 'M')"
105,Oladapo,30,"('Analytical', 'Disciplined', 'Ambitious')","('Perfectionist', 'Critical', 'Competitive')","('Playing Chess', 'Reading', 'Swimming')",Data Analyst,data insight,Upper Middle Class,Homosexual,Agnostic,0,6.2,Black,Brown,Dark,Lean,AFRICAN,M,"('AFRICAN', 'M')"
106,Naghme,27,"('Warm', 'Empathetic', 'Creative')","('Overly Sensitive', 'Indecisive', 'Daydreamer')","('Singing', 'Painting', 'Baking')",Graphic Designer,inspiring melody,Lower Middle Class,Bisexual,Baha'i,0,5.7,Dark Brown,Green,Olive,Petite,ARAB,F,"('ARAB', 'F')"
107,Lambros,33,"('Confident', 'Charismatic', 'Competitive')","('Arrogant', 'Manipulative', 'Aggressive')","('Playing Basketball', 'Weightlifting', 'Gaming')",Businessman,power play,Upper Class,Heterosexual,Orthodox Christian,0,6.3,Blonde,Blue,Fair,Muscular,GREEK,M,"('GREEK', 'M')"
108,Zivile,26,"('Outgoing', 'Spontaneous', 'Optimistic')","('Impulsive', 'Reckless', 'Selfish')","('Surfing', 'Traveling', 'Photography')",Travel Blogger,adventure call,Middle Class,Pansexual,Agnostic,0,5.9,Blonde,Blue,Fair,Lean,BALTIC,F,"('BALTIC', 'F')"
109,Csilla,31,"('Introspective', 'Creative', 'Independent')","('Moody', 'Distant', 'Pessimistic')","('Writing', 'Hiking', 'Yoga')",Journalist,investigative instinct,Middle Class,Bisexual,Atheist,0,5.8,Dark Brown,Hazel,Fair,Petite,HUNGARIAN,F,"('HUNGARIAN', 'F')"
110,Nikolas,29,"('Ambitious', 'Disciplined', 'Charismatic')","('Ruthless', 'Manipulative', 'Arrogant')","('Playing Chess', 'Reading', 'Gaming')",Politician,rhetorical flair,Upper Class,Heterosexual,Catholic,0,6.1,Dark Brown,Brown,Olive,Muscular,GREEK,M,"('GREEK', 'M')"
111,Tanis,28,"('Friendly', 'Organized', 'Patient')","('Overly Critical', 'Pessimistic', 'Perfectionist')","('Yoga', 'Gardening', 'Cooking')",Nurse,healing touch,Lower Middle Class,Homosexual,Buddhist,0,5.7,Light Brown,Green,Fair,Petite,ENGLISH,F,"('ENGLISH', 'F')"
112,Siritida,34,"('Confident', 'Empathetic', 'Persistent')","('Stubborn', 'Indecisive', 'Manipulative')","('Playing Guitar', 'Traveling', 'Photography')",Social Worker,empathetic connection,Middle Class,Bisexual,Hindu,0,5.9,Dark Brown,Brown,Olive,Curvy,THAI,F,"('THAI', 'F')"
113,Kellyann,27,"('Outgoing', 'Spontaneous', 'Optimistic')","('Impulsive', 'Reckless', 'Selfish')","('Surfing', 'Traveling', 'Photography')",Event Coordinator,party vibe,Middle Class,Pansexual,Agnostic,0,5.8,Blonde,Blue,Fair,Lean,ENGLISH,F,"('ENGLISH', 'F')"
114,Thitima,30,"('Introspective', 'Creative', 'Independent')","('Moody', 'Distant', 'Pessimistic')","('Writing', 'Hiking', 'Yoga')",Graphic Designer,artistic vision,Middle Class,Bisexual,Buddhist,0,5.7,Dark Brown,Hazel,Olive,Petite,THAI,F,"('THAI', 'F')"
115,Paulien,32,"('Ambitious', 'Disciplined', 'Charismatic')","('Ruthless', 'Manipulative', 'Arrogant')","('Playing Chess', 'Reading', 'Gaming')",Businesswoman,strategic thinker,Upper Class,Heterosexual,Catholic,0,6.0,Blonde,Blue,Fair,Muscular,DUTCH,F,"('DUTCH', 'F')"
116,Daan,29,"('Friendly', 'Organized', 'Patient')","('Overly Critical', 'Pessimistic', 'Perfectionist')","('Yoga', 'Gardening', 'Cooking')",Teacher,inspiring lesson,Lower Middle Class,Homosexual,Agnostic,0,5.9,Light Brown,Green,Fair,Lean,DUTCH,M,"('DUTCH', 'M')"
117,Matjaz,31,"('Confident', 'Empathetic', 'Persistent')","('Stubborn', 'Indecisive', 'Manipulative')","('Playing Guitar', 'Traveling', 'Photography')",Social Worker,community builder,Middle Class,Bisexual,Atheist,0,6.1,Dark Brown,Brown,Olive,Muscular,SLAV,M,"('SLAV', 'M')"
118,Ozlem,28,"('Outgoing', 'Spontaneous', 'Optimistic')","('Impulsive', 'Reckless', 'Selfish')","('Surfing', 'Traveling', 'Photography')",Travel Blogger,adventure call,Middle Class,Pansexual,Agnostic,0,5.8,Dark Brown,Green,Olive,Lean,TURKISH,F,"('TURKISH', 'F')"
119,Tomaz,35,"('Introspective', 'Creative', 'Independent')","('Moody', 'Distant', 'Pessimistic')","('Writing', 'Hiking', 'Yoga')",Author,poetic inspiration,Upper Class,Bisexual,Atheist,0,6.0,Dark Brown,Hazel,Fair,Curvy,SLAV,M,"('SLAV', 'M')"
120,Clodoaldo,32,"('adventurous', 'optimistic', 'resourceful')","('reckless', 'impulsive', 'stubborn')","('rock climbing', 'traveling', 'cooking')",Wildlife Conservationist,Survival Skills,Middle Class,Heterosexual,Agnostic,0,5.9,dark brown,hazel,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
121,Annamargarete,41,"('empathetic', 'intuitive', 'creative')","('overly critical', 'anxious', 'procrastinator')","('painting', 'gardening', 'yoga')",Art Therapist,Emotional Intelligence,Upper Middle Class,Homosexual,Christian,0,5.5,blonde,blue,fair,slender,GERMAN,F,"('GERMAN', 'F')"
122,Chiraz,28,"('confident', 'outgoing', 'ambitious')","('arrogant', 'domineering', 'short-tempered')","('public speaking', 'networking', 'fitness')",Marketing Manager,Negotiation Skills,Upper Class,Bisexual,Muslim,0,5.11,black,dark brown,olive,muscular,ARAB,F,"('ARAB', 'F')"
123,Gizella,35,"('logical', 'analytical', 'independent')","('distant', 'perfectionist', 'workaholic')","('reading', 'hiking', 'coding')",Data Scientist,Problem-Solving,Middle Class,Asexual,Atheist,0,5.7,auburn,green,fair,slim,HUNGARIAN,F,"('HUNGARIAN', 'F')"
124,Yusof,29,"('charismatic', 'encouraging', 'diplomatic')","('people-pleaser', 'avoidant', 'indecisive')","('playing guitar', 'volunteering', 'traveling')",Community Organizer,Mediation Skills,Lower Middle Class,Heterosexual,Muslim,0,5.1,dark brown,brown,dark,average,ARAB,M,"('ARAB', 'M')"
125,Niveditha,38,"('curious', 'open-minded', 'adaptable')","('restless', 'distractible', 'procrastinator')","('learning languages', 'trying new foods', 'yoga')",Cultural Ambassador,Cultural Competency,Upper Middle Class,Pansexual,Hindu,0,5.4,dark brown,brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
126,Vaiva,25,"('playful', 'spontaneous', 'loyal')","('immature', 'impulsive', 'gullible')","('playing video games', 'attending concerts', 'karaoke')",Graphic Designer,Creativity,Lower Middle Class,Homosexual,Agnostic,0,5.6,blonde,blue,fair,slender,BALTIC,F,"('BALTIC', 'F')"
127,Suchat,40,"('disciplined', 'responsible', 'practical')","('conservative', 'critical', 'perfectionist')","('golfing', 'reading', 'cooking')",Financial Advisor,Financial Analysis,Upper Class,Heterosexual,Buddhist,0,5.8,black,dark brown,olive,athletic,THAI,M,"('THAI', 'M')"
128,Lajos,27,"('adventurous', 'confident', 'charismatic')","('reckless', 'arrogant', 'short-tempered')","('extreme sports', 'traveling', 'partying')",Stunt Performer,Risk-Taking,Lower Middle Class,Bisexual,Atheist,0,6.0,blonde,blue,fair,muscular,HUNGARIAN,M,"('HUNGARIAN', 'M')"
129,Younghoon,36,"('empathetic', 'intuitive', 'creative')","('overly sensitive', 'anxious', 'procrastinator')","('playing piano', 'writing poetry', 'hiking')",Counselor,Active Listening,Middle Class,Homosexual,Christian,0,5.9,black,dark brown,olive,slender,KOREAN,M,"('KOREAN', 'M')"
130,Ilhan,30,"('outgoing', 'confident', 'ambitious')","('domineering', 'arrogant', 'short-tempered')","('public speaking', 'networking', 'fitness')",Politician,Leadership,Upper Class,Heterosexual,Muslim,0,5.11,dark brown,dark brown,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
131,Silmara,39,"('analytical', 'logical', 'independent')","('distant', 'perfectionist', 'workaholic')","('reading', 'hiking', 'coding')",Software Engineer,Problem-Solving,Upper Middle Class,Asexual,Atheist,0,5.7,auburn,green,fair,slim,HISPANIC,F,"('HISPANIC', 'F')"
132,Viiu,26,"('playful', 'spontaneous', 'loyal')","('immature', 'impulsive', 'gullible')","('playing video games', 'attending concerts', 'karaoke')",Graphic Designer,Creativity,Lower Middle Class,Homosexual,Agnostic,0,5.6,blonde,blue,fair,slender,NORDIC,F,"('NORDIC', 'F')"
133,Thulasi,37,"('curious', 'open-minded', 'adaptable')","('restless', 'distractible', 'procrastinator')","('learning languages', 'trying new foods', 'yoga')",Cultural Ambassador,Cultural Competency,Upper Middle Class,Pansexual,Hindu,0,5.4,dark brown,brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
134,Hansjoerg,42,"('disciplined', 'responsible', 'practical')","('conservative', 'critical', 'perfectionist')","('golfing', 'reading', 'cooking')",Financial Advisor,Financial Analysis,Upper Class,Heterosexual,Christian,0,5.8,black,dark brown,olive,athletic,GERMAN,M,"('GERMAN', 'M')"
135,Binyamin,29,"('charismatic', 'encouraging', 'diplomatic')","('people-pleaser', 'avoidant', 'indecisive')","('playing guitar', 'volunteering', 'traveling')",Community Organizer,Mediation Skills,Lower Middle Class,Heterosexual,Jewish,0,5.1,dark brown,brown,dark,average,ISRAELI,M,"('ISRAELI', 'M')"
136,Mayuka,33,"('adventurous', 'optimistic', 'resourceful')","('reckless', 'impulsive', 'stubborn')","('rock climbing', 'traveling', 'cooking')",Wildlife Conservationist,Survival Skills,Middle Class,Heterosexual,Agnostic,0,5.9,dark brown,hazel,olive,athletic,JAPANESE,F,"('JAPANESE', 'F')"
137,Trygg,34,"('empathetic', 'intuitive', 'creative')","('overly critical', 'anxious', 'procrastinator')","('painting', 'gardening', 'yoga')",Art Therapist,Emotional Intelligence,Upper Middle Class,Homosexual,Christian,0,5.5,blonde,blue,fair,slender,NORDIC,M,"('NORDIC', 'M')"
138,Riccardo,31,"('confident', 'outgoing', 'ambitious')","('arrogant', 'domineering', 'short-tempered')","('public speaking', 'networking', 'fitness')",Marketing Manager,Negotiation Skills,Upper Class,Bisexual,Catholic,0,5.11,black,dark brown,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
139,Figen,35,"('logical', 'analytical', 'independent')","('distant', 'perfectionist', 'workaholic')","('reading', 'hiking', 'coding')",Data Scientist,Problem-Solving,Middle Class,Asexual,Atheist,0,5.7,auburn,green,fair,slim,TURKISH,F,"('TURKISH', 'F')"
140,Mindaugas,32,"('adventurous', 'confident', 'empathetic')","('impulsive', 'stubborn', 'sarcastic')","('hiking', 'reading', 'cooking')",software engineer,coding wizardry,middle class,heterosexual,agnostic,0,5.9,brown,hazel,olive,athletic,BALTIC,M,"('BALTIC', 'M')"
141,Angelos,28,"('charismatic', 'ambitious', 'generous')","('arrogant', 'selfish', 'manipulative')","('public speaking', 'networking', 'traveling')",marketing manager,persuasive speech,upper class,homosexual,orthodox christian,0,6.1,blond,blue,fair,lean,GREEK,M,"('GREEK', 'M')"
142,Varaporn,35,"('nurturing', 'patient', 'creative')","('shy', 'indecisive', 'procrastinating')","('painting', 'gardening', 'yoga')",elementary school teacher,healing touch,lower middle class,heterosexual,buddhist,0,5.4,black,brown,tan,petite,THAI,F,"('THAI', 'F')"
143,Celedonio,40,"('responsible', 'analytical', 'loyal')","('perfectionistic', 'pessimistic', ' Stubborn')","('reading', 'chess', 'classical music')",accountant,financial wizardry,upper middle class,heterosexual,catholic,0,5.8,gray,green,fair,stocky,HISPANIC,M,"('HISPANIC', 'M')"
144,Yerachmiel,25,"('enthusiastic', 'spontaneous', 'humorous')","('immature', 'reckless', 'irresponsible')","('playing guitar', 'partying', 'prank calling')",freelance musician,rockstar performance,lower class,bisexual,jewish,0,5.1,curly brown,bright blue,olive,lean,ISRAELI,M,"('ISRAELI', 'M')"
145,Milivoj,38,"('confident', 'charismatic', 'adventurous')","('arrogant', 'domineering', 'impulsive')","('hiking', 'rock climbing', 'paragliding')",entrepreneur,business savvy,upper class,heterosexual,atheist,0,6.2,dark brown,hazel,olive,athletic,SLAV,M,"('SLAV', 'M')"
146,Zhenhui,29,"('introverted', ' analytical', 'creative')","('shy', 'critical', 'perfectionistic')","('writing', 'drawing', 'gaming')",software developer, coding mastery,middle class,asexual,taoist,0,5.7,black,brown,light tan,slim,CHINESE,M,"('CHINESE', 'M')"
147,Bastian,26,"(' outgoing', 'confident', 'generous')","('arrogant', 'selfish', 'irresponsible')","('partying', 'traveling', 'socializing')",social media influencer,social media charm,upper class,homosexual,agnostic,0,6.0,blond,blue,fair,lean,GERMAN,M,"('GERMAN', 'M')"
148,Balazs,31,"('responsible', 'practical', 'loyal')","('boring', 'pessimistic', 'conservative')","('reading', 'golfing', 'cooking')",bank manager,financial planning,upper middle class,heterosexual,catholic,0,5.11,gray,brown,fair,stocky,HUNGARIAN,M,"('HUNGARIAN', 'M')"
149,Ifat,24,"('empathetic', 'nurturing', 'creative')","('shy', 'indecisive', 'procrastinating')","('painting', 'writing', 'yoga')",nurse,healing touch,lower middle class,heterosexual,muslim,0,5.5,dark brown,brown,olive,petite,ISRAELI,F,"('ISRAELI', 'F')"
150,Amidou,36,"('charismatic', 'ambitious', 'generous')","('arrogant', 'domineering', 'impulsive')","('public speaking', 'networking', 'traveling')",politician,persuasive speech,upper class,heterosexual,muslim,0,6.3,black,brown,dark tan,athletic,AFRICAN,M,"('AFRICAN', 'M')"
151,Apichart,27,"('adventurous', 'spontaneous', 'humorous')","('immature', 'reckless', 'irresponsible')","('playing guitar', 'partying', 'prank calling')",freelance photographer,photography skills,lower class,bisexual,buddhist,0,5.9,curly black,bright brown,light tan,lean,THAI,M,"('THAI', 'M')"
152,Zdravka,30,"('responsible', 'analytical', 'creative')","('perfectionistic', 'pessimistic', 'Stubborn')","('reading', 'chess', 'classical music')",data analyst,data analysis,upper middle class,heterosexual,orthodox christian,0,5.8,gray,green,fair,stocky,SLAV,F,"('SLAV', 'F')"
153,Raimundo,25,"('outgoing', 'confident', 'generous')","('arrogant', 'selfish', 'irresponsible')","('partying', 'traveling', 'socializing')",social media influencer,social media charm,upper class,homosexual,agnostic,0,6.1,blond,blue,fair,lean,HISPANIC,M,"('HISPANIC', 'M')"
154,Wafa,33,"('empathetic', 'nurturing', 'creative')","('shy', 'indecisive', 'procrastinating')","('painting', 'writing', 'yoga')",elementary school teacher,healing touch,lower middle class,heterosexual,muslim,0,5.4,dark brown,brown,olive,petite,ARAB,F,"('ARAB', 'F')"
156,Amnon,29,"('charismatic', 'ambitious', 'generous')","('arrogant', 'domineering', 'impulsive')","('public speaking', 'networking', 'traveling')",businessman,business savvy,upper class,heterosexual,jewish,0,6.2,black,brown,dark tan,athletic,ISRAELI,M,"('ISRAELI', 'M')"
157,Friedericke,26,"('responsible', 'practical', 'loyal')","('boring', 'pessimistic', 'conservative')","('reading', 'golfing', 'cooking')",lawyer,legal expertise,upper middle class,heterosexual,protestant,0,5.1,gray,green,fair,stocky,GERMAN,F,"('GERMAN', 'F')"
158,Sylvette,34,"('nurturing', 'patient', 'creative')","('shy', 'indecisive', 'procrastinating')","('painting', 'gardening', 'yoga')",nurse,healing touch,lower middle class,heterosexual,catholic,0,5.5,dark brown,brown,olive,petite,FRENCH,F,"('FRENCH', 'F')"
159,Tuncay,28,"('adventurous', 'spontaneous', 'humorous')","('immature', 'reckless', 'irresponsible')","('playing guitar', 'partying', 'prank calling')",freelance musician,rockstar performance,lower class,bisexual,muslim,0,5.11,curly black,bright brown,light tan,lean,TURKISH,M,"('TURKISH', 'M')"
160,Halsey,31,"('outgoing', 'confident', 'generous')","('arrogant', 'selfish', 'irresponsible')","('partying', 'traveling', 'socializing')",social media influencer,social media charm,upper class,homosexual,agnostic,0,6.0,blond,blue,fair,lean,ENGLISH,M,"('ENGLISH', 'M')"
161,Hyunhee,28,"('adventurous', 'optimistic', 'ambitious')","('impatient', 'reckless', 'perfectionist')","('rock climbing', 'photography', 'cooking')",Environmental Scientist,Solar Flare,middle class,heterosexual,agnostic,0,5.6,dark brown,hazel,olive,athletic,KOREAN,F,"('KOREAN', 'F')"
162,Vincenza,35,"('confident', 'charismatic', 'generous')","('domineering', 'arrogant', 'impulsive')","('painting', 'playing chess', 'reading')",Art Gallery Owner,Artistic Vision,upper class,bisexual,catholic,0,5.8,blonde,blue,fair,curvy,ITALIAN,F,"('ITALIAN', 'F')"
163,Kresimir,40,"('wise', 'intuitive', 'calm')","('passive', 'overly critical', 'pessimistic')","('meditation', 'astronomy', 'writing')",Philosophy Professor,Mind Shield,lower middle class,homosexual,orthodox,0,6.1,gray,brown,pale,slender,SLAV,M,"('SLAV', 'M')"
164,Miklos,25,"('fun-loving', 'spontaneous', 'loyal')","('careless', 'irresponsible', 'hot-headed')","('playing guitar', 'surfing', 'partying')",Musician,Rhythm Blast,working class,heterosexual,atheist,0,6.0,blond,green,olive,lean,HUNGARIAN,M,"('HUNGARIAN', 'M')"
